boundary,external_id
"MULTIPOLYGON (((125.37122749767761 -8.636361149940537, 125.37008081550353 -8.63720939303843, 125.37083818318592 -8.638163438788064, 125.37222585649992 -8.636889857333223, 125.37122749767761 -8.636361149940537)))",2185
"MULTIPOLYGON (((125.36833849347398 -8.632275609783193, 125.36961777705038 -8.632932389752739, 125.36952152973792 -8.633183960394815, 125.36825272178721 -8.63253605240854, 125.36833849347398 -8.632275609783193)))",2187
"MULTIPOLYGON (((125.36908266058398 -8.634468063020828, 125.3690065366972 -8.633536732251768, 125.36816790677273 -8.63317007185307, 125.36806887679631 -8.633779271271964, 125.36811083118307 -8.634024440815274, 125.36908266058398 -8.634468063020828)))",2188
"MULTIPOLYGON (((125.36022473928735 -8.626909087695818, 125.35972346973698 -8.626544010773358, 125.35962976281171 -8.626688711583965, 125.35945667480948 -8.626813676644096, 125.3594882050272 -8.626974792459142, 125.35956227056491 -8.627086731462082, 125.3598041009877 -8.62721238051834, 125.35998836766221 -8.627324584026255, 125.36022473928735 -8.626909087695818)))",2189
"MULTIPOLYGON (((126.3288921 -8.5559705, 126.3288929 -8.5559955, 126.3288987 -8.5560056, 126.3289783 -8.5560973, 126.3289865 -8.5561215, 126.328988 -8.5561525, 126.3289913 -8.556162, 126.3290017 -8.5561728, 126.3290143 -8.5561748, 126.3290305 -8.5561658, 126.3290406 -8.5561623, 126.3290697 -8.5561447, 126.3290958 -8.5561185, 126.329113 -8.5560894, 126.3291171 -8.5560652, 126.3291031 -8.5560371, 126.3291031 -8.5560122, 126.3291085 -8.5560001, 126.3291103 -8.5559861, 126.329104 -8.5559735, 126.329105 -8.5559644, 126.3291024 -8.5559459, 126.3291118 -8.5559382, 126.32940229028463 -8.555987089578922, 126.32970940321682 -8.55559520339445, 126.32958065718412 -8.555207626898314, 126.3296990096569 -8.554914209014877, 126.3295152783394 -8.554394676456653, 126.3288876414299 -8.554121813827317, 126.32867943495512 -8.55489895790967, 126.32864858955146 -8.555019640551551, 126.32865864783527 -8.55513435533504, 126.32871095091103 -8.555175798528666, 126.32879007607698 -8.555187734167594, 126.32887490093708 -8.555183424075798, 126.3289614021778 -8.555292170992267, 126.32895503193139 -8.555520605724817, 126.32893826812506 -8.555630015635288, 126.32890608161688 -8.555741414784551, 126.3289266 -8.5558839, 126.3289262 -8.5558929, 126.328918 -8.5559113, 126.3289059 -8.5559189, 126.3288968 -8.5559332, 126.3288901 -8.5559607, 126.3288921 -8.5559705)))",2578
"MULTIPOLYGON (((126.3535549618266 -8.570285927850366, 126.35244550939345 -8.570669502214562, 126.35241479318964 -8.57077712336207, 126.35301601556803 -8.571863923652444, 126.35326606721053 -8.571890628196787, 126.35414246180214 -8.570625803869275, 126.35377345355305 -8.5705238410636, 126.3535549618266 -8.570285927850366)))",2579
"MULTIPOLYGON (((126.3438233 -8.5582844, 126.3438604 -8.5582127, 126.3438621 -8.5580118, 126.3436854 -8.557733, 126.3436867 -8.5574482, 126.3435654 -8.5572214, 126.3433525 -8.5570656, 126.3430148 -8.5569363, 126.3426544 -8.5569297, 126.3423714 -8.5576342, 126.3422933 -8.5581285, 126.342245 -8.5588337, 126.3421485 -8.5591268, 126.3422102 -8.55927, 126.3424194 -8.559408, 126.3425723 -8.5593629, 126.3435519 -8.559579, 126.3438031 -8.5592104, 126.3438487 -8.5587545, 126.3438233 -8.5582844)))",2580
"MULTIPOLYGON (((126.3843107 -8.5024106, 126.38459933390806 -8.502466132471264, 126.38464952471266 -8.50235069362069, 126.3847448872414 -8.502265369252873, 126.38478002080461 -8.50213989224138, 126.38457423850576 -8.502052058333334, 126.38442366609196 -8.501924071781609, 126.3843508 -8.5019221, 126.38420784563219 -8.502069625114942, 126.3841741 -8.5024214, 126.3843107 -8.5024106)))",2581
"MULTIPOLYGON (((126.31176444142322 -8.675886684269662, 126.3116459 -8.6759788, 126.311609 -8.6760594, 126.3115255 -8.6760926, 126.31162736411986 -8.67614630037453, 126.3119151 -8.6762101, 126.31203288447567 -8.676307392167605, 126.31205573069289 -8.676373853890452, 126.3119669 -8.6765219, 126.3120911 -8.6768012, 126.3121487 -8.6767911, 126.3121587 -8.6766567, 126.3122002 -8.676566, 126.3121472 -8.6764471, 126.3121649 -8.6763518, 126.3122919 -8.6761506, 126.3122642 -8.6760397, 126.3122891 -8.6759034, 126.3124376 -8.6758143, 126.3125682 -8.6757944, 126.312567 -8.6757251, 126.312641 -8.6756185, 126.3122063 -8.6752211, 126.3120363 -8.6753843, 126.3117179 -8.6755676, 126.3117106 -8.6755893, 126.31177897992508 -8.675633298951308, 126.3117468 -8.675718, 126.31176444142322 -8.675886684269662)))",2582
"MULTIPOLYGON (((126.31526318130761 -8.667962324076225, 126.31401649528433 -8.670892669525621, 126.3140125 -8.6708988, 126.31689347326757 -8.671520148339926, 126.31687972694637 -8.670596413976975, 126.31690889596939 -8.669107231408114, 126.3166316 -8.6687347, 126.3161559 -8.6684702, 126.31526318130761 -8.667962324076225)))",2583
"MULTIPOLYGON (((126.31034586578606 -8.670646793519989, 126.31026841700077 -8.669550042599342, 126.30919519811869 -8.669490050993963, 126.3081330433488 -8.669473810170961, 126.30807001143693 -8.67068888694877, 126.30808409303427 -8.670809864099711, 126.31034586578606 -8.670646793519989)))",2584
"MULTIPOLYGON (((126.35769490152597 -8.505140308616738, 126.35780856013297 -8.505383363247848, 126.3581875 -8.50523053, 126.35845116 -8.50520666, 126.35842927 -8.50491055, 126.35836204 -8.50475115, 126.35840997 -8.5045525, 126.35828269 -8.50446461, 126.35825443 -8.50429573, 126.35822236 -8.50427312, 126.35803578 -8.50432779, 126.35792081 -8.50426054, 126.35789208 -8.50421816, 126.35790143 -8.5041229, 126.35784159 -8.50401028, 126.35785645 -8.50396396, 126.35780712 -8.50392849, 126.35765403 -8.5040028, 126.35751278 -8.5040081, 126.35745074 -8.50395262, 126.35740555822849 -8.503837161785084, 126.35728418827057 -8.503796707792155, 126.35707085 -8.50379384, 126.35695293545723 -8.503832851113906, 126.35690729 -8.50376179, 126.35681949555874 -8.503728731810813, 126.3569824397564 -8.503581174151302, 126.35648086667062 -8.503290369339126, 126.35646075010301 -8.502896107958604, 126.35627835988998 -8.502950488862798, 126.3562099635601 -8.50274523406817, 126.35612642 -8.50264794, 126.35602556169032 -8.502598670803458, 126.35593470185995 -8.502620887410528, 126.35593223 -8.50274021, 126.35600846260786 -8.502879528413109, 126.35598231106997 -8.503030070659891, 126.35570604 -8.50293623, 126.35565799 -8.50302436, 126.35558139 -8.5030124, 126.35550286620855 -8.50307185109675, 126.35558299720286 -8.503238972798638, 126.35543815791607 -8.503260857778011, 126.35590486228465 -8.503663740129577, 126.35618523 -8.50378284, 126.35625053197144 -8.504029483988106, 126.35645806789397 -8.504029483988106, 126.35651808232069 -8.504119676436293, 126.35669644922018 -8.50417306239745, 126.35675176978111 -8.504084196321337, 126.35685134679078 -8.504069606366581, 126.35693498 -8.50396491, 126.35701411 -8.50393409, 126.35705724 -8.50396264, 126.35719857 -8.50395708, 126.35722001 -8.50398802, 126.35727783 -8.50396071, 126.35734856 -8.50397573, 126.35748981 -8.50407222, 126.3575722 -8.50420759, 126.35765001 -8.5042657, 126.35775481 -8.50447719, 126.35779246687889 -8.504473151046929, 126.35789908468722 -8.504563011801213, 126.35791216045618 -8.504685699881891, 126.35772313 -8.50466731, 126.35771997 -8.50483757, 126.35762799 -8.50489284, 126.35751955211164 -8.505040500326567, 126.35769490152597 -8.505140308616738)))",2585
"MULTIPOLYGON (((126.35416343808174 -8.498252149234744, 126.35391169 -8.49788742, 126.35376896 -8.4978958, 126.35367079 -8.49801488, 126.35379535 -8.49813274, 126.35379224 -8.49825081, 126.35388919 -8.49837112, 126.35402601 -8.49837723, 126.35416343808174 -8.498252149234744)))",2586
"MULTIPOLYGON (((126.34118221700191 -8.491793620607751, 126.34137600660324 -8.491632462729635, 126.34135186672209 -8.49152800851323, 126.34131833910942 -8.491440134309151, 126.3413019105792 -8.491318768394201, 126.34131465107203 -8.491251453402972, 126.341333091259 -8.491170542757486, 126.34128917008638 -8.491105217346854, 126.3412657007575 -8.491071394033415, 126.34075708687305 -8.490976556099463, 126.34064309298994 -8.490980535313955, 126.3406253233552 -8.491074710044664, 126.3404667377472 -8.491163910736617, 126.3405619561672 -8.491259080225227, 126.34061425924301 -8.491506454465025, 126.34031619876623 -8.491566474196228, 126.34022265672682 -8.491510102073272, 126.34023774415255 -8.491628151921274, 126.34014453738928 -8.491893763946486, 126.34014554321766 -8.491947151609759, 126.34026255458593 -8.491976000840857, 126.34030580520631 -8.492043647305286, 126.34037788957359 -8.4920907345431, 126.34052205830812 -8.49210864095596, 126.3405730202794 -8.492027730491206, 126.34060923010112 -8.491988601653778, 126.34086236357689 -8.491915649573317, 126.34108467 -8.4919076, 126.34109118 -8.49190938, 126.34111632 -8.49190411, 126.34112548 -8.49189041, 126.34117162 -8.49179841, 126.34118221700191 -8.491793620607751)))",2587
"MULTIPOLYGON (((126.40268546 -8.65249978, 126.40276221 -8.65251193, 126.40278965 -8.65245299, 126.40297461 -8.65238394, 126.40300893191947 -8.652318849588628, 126.40299079 -8.65217082, 126.4029192 -8.65209521, 126.40289208 -8.65209012, 126.40286854 -8.65203596, 126.40286227 -8.65191637, 126.40287939459084 -8.651704603817343, 126.40275794738713 -8.651646326865036, 126.40213849039051 -8.651680336644691, 126.4019637554884 -8.651887570262389, 126.40223256 -8.65218136, 126.40268546 -8.65249978)))",2588
"MULTIPOLYGON (((126.40194912864725 -8.65086579925957, 126.401486992836 -8.650988978769925, 126.40095088630913 -8.650746017293587, 126.40088483691216 -8.650852748002361, 126.40162613242865 -8.651617761017034, 126.4019677788019 -8.651863373618063, 126.40214312821628 -8.651637980144073, 126.40194912864725 -8.65086579925957)))",2589
"MULTIPOLYGON (((126.3525990396738 -8.504113044639348, 126.3529172167182 -8.504317967111671, 126.35346002876757 -8.50504812687457, 126.35404877364634 -8.505621775485189, 126.35460097342728 -8.505493782285816, 126.35470390319824 -8.505205631636432, 126.35475318878889 -8.504774565818504, 126.3545533642173 -8.504557706369818, 126.35438472032547 -8.504395559087168, 126.35372925549746 -8.503929675408592, 126.35304696857929 -8.503757580155591, 126.35293230414389 -8.503874963053299, 126.3528397679329 -8.503940286288712, 126.3525990396738 -8.504113044639348)))",2590
"MULTIPOLYGON (((126.37192200869322 -8.47803659570694, 126.36859606951477 -8.479040053460674, 126.36799558997153 -8.479253279605556, 126.3681437820196 -8.479583895960191, 126.36850755661725 -8.480137686007277, 126.36951941996813 -8.481008825981206, 126.37056212872265 -8.48078664734029, 126.37184757739307 -8.480516385089002, 126.37251611799 -8.480231531786483, 126.3727665692568 -8.47992446035309, 126.3723897188902 -8.47977689354026, 126.37192200869322 -8.479132904673612, 126.37192200869322 -8.47803659570694)))",2591
"MULTIPOLYGON (((126.36831307598901 -8.47732709056914, 126.36837339416239 -8.47700539364442, 126.36801000684501 -8.476998979167709, 126.3674759119749 -8.47701987080352, 126.36683352291584 -8.477175397389896, 126.36610765010118 -8.477247689044017, 126.36613111943005 -8.477720568978345, 126.36607479304075 -8.478041238280232, 126.36700585484505 -8.477993486095047, 126.36736191809176 -8.477928490055662, 126.36765126138926 -8.477933795855213, 126.36844979718202 -8.477861911706487, 126.36853437870741 -8.477886375269188, 126.36854228504788 -8.477640745070742, 126.36831307598901 -8.47732709056914)))",2592
"MULTIPOLYGON (((126.3525863 -8.5041019, 126.35290145874023 -8.503878942133943, 126.35305132716893 -8.503734368843874, 126.35299567133188 -8.503620301805881, 126.35290648788215 -8.503487002491699, 126.35266073048113 -8.503295674788077, 126.35243140161036 -8.503497613384082, 126.35240491479635 -8.50372110523655, 126.35239787399769 -8.503976761186888, 126.35253707 -8.50406514, 126.35254353 -8.5040642, 126.35255524 -8.50407459, 126.35255916 -8.50408372, 126.35257374 -8.5040975, 126.3525863 -8.5041019)))",2593
"MULTIPOLYGON (((126.38342365622519 -8.469757803502384, 126.3835835829377 -8.469845351045535, 126.38394735753538 -8.46988415051851, 126.38417869806291 -8.469645384468913, 126.38429705053568 -8.469321723587354, 126.38349674642085 -8.468909851457127, 126.38322282582521 -8.469379757064626, 126.38342365622519 -8.469757803502384)))",2594
"MULTIPOLYGON (((126.32344411 -8.57055202, 126.32333872 -8.57048649, 126.32321173 -8.57060062, 126.32319873 -8.57062004, 126.32320245 -8.57067926, 126.32315695 -8.57072427, 126.32308888 -8.57090474, 126.32304786 -8.57090318, 126.32303309 -8.57096723, 126.32304556 -8.57099634, 126.32302361 -8.57108427, 126.32305605 -8.57112494, 126.32313268 -8.57117136, 126.32315919 -8.571233, 126.3232193 -8.57124798, 126.3232797 -8.57128898, 126.32330475 -8.57134743, 126.32334419 -8.57134728, 126.32336813 -8.57131814, 126.32340175 -8.57131266, 126.32346796 -8.57132416, 126.32349724 -8.57122815, 126.32348842 -8.57120209, 126.32354538 -8.57114204, 126.32353953 -8.57110063, 126.32358682 -8.57101987, 126.32353866 -8.57093911, 126.32356544 -8.5708618, 126.32355774 -8.57082018, 126.32360607 -8.5707407, 126.32360438 -8.57065751, 126.32356492 -8.57059011, 126.32344411 -8.57055202)))",2595
"MULTIPOLYGON (((126.3260458 -8.5692526, 126.32599698 -8.56927289, 126.32586087 -8.56926641, 126.32583049 -8.56923187, 126.32552268 -8.56913031, 126.32531531 -8.56910296, 126.32522803 -8.56911766, 126.32512652 -8.5691726, 126.32486559 -8.56922641, 126.32481816 -8.56924487, 126.32478354 -8.56929395, 126.32473707 -8.56931785, 126.32468377 -8.56931475, 126.32462214 -8.5693444, 126.32458817 -8.569344, 126.32442275 -8.56946361, 126.32437403 -8.56952335, 126.32442584 -8.56965802, 126.32448792 -8.56965692, 126.32451551 -8.56963053, 126.32466502 -8.56964374, 126.32468033 -8.5696911, 126.32473005 -8.56969677, 126.3247694 -8.56974136, 126.32480765 -8.56974887, 126.32497945 -8.56971874, 126.32514041 -8.56973994, 126.325219 -8.56981282, 126.32549653 -8.56994709, 126.32566031 -8.57007486, 126.32573237 -8.57009423, 126.32580491 -8.57004112, 126.32590489 -8.56999974, 126.32599593 -8.56992516, 126.32609627 -8.56989683, 126.32614462 -8.56983608, 126.32602707 -8.56965372, 126.32600268 -8.56955479, 126.32601254 -8.56951781, 126.32598306 -8.56948423, 126.32598579 -8.56934801, 126.32604513 -8.56929036, 126.3260458 -8.5692526)))",2596
"MULTIPOLYGON (((126.37255903333427 -8.552143471032428, 126.37341901659966 -8.547341297077875, 126.37041024863721 -8.546878449719273, 126.36932831257582 -8.551592106026462, 126.37121725827456 -8.55218093597382, 126.37255903333427 -8.552143471032428)))",2597
"MULTIPOLYGON (((126.37103319168091 -8.541752278189096, 126.36998444795609 -8.546722288341854, 126.37135203927757 -8.54659066182331, 126.37346629053353 -8.54713042972631, 126.37437297636312 -8.542721272733301, 126.37103319168091 -8.541752278189096)))",2598
"MULTIPOLYGON (((126.37362454086542 -8.547376773177445, 126.37206047773361 -8.556329243684331, 126.37434169650078 -8.556635259159666, 126.37573543936016 -8.54733930776378, 126.37362454086542 -8.547376773177445)))",2599
"MULTIPOLYGON (((126.37022182345392 -8.55384331470882, 126.37031234800817 -8.552595370920406, 126.36960256844759 -8.552393126722789, 126.36923644691704 -8.553867517616483, 126.37022182345392 -8.55384331470882)))",2600
"MULTIPOLYGON (((126.37192502617836 -8.55702648118599, 126.37013364583254 -8.5573702920756, 126.37038339913651 -8.5586808752375, 126.3714791490389 -8.558996198950418, 126.37201519935087 -8.558862186372426, 126.37228322450684 -8.558641459773384, 126.37192502617836 -8.55702648118599)))",2601
"MULTIPOLYGON (((126.37212822 -8.55582849, 126.37212920933963 -8.555545140071114, 126.37200287 -8.55552292, 126.37138028 -8.55550409, 126.37078622 -8.55538749, 126.3708346 -8.55505718, 126.37081048 -8.55472095, 126.37071939 -8.5544889, 126.37064323 -8.55446109, 126.37055964 -8.55463523, 126.37055684 -8.55494076, 126.3704567 -8.55508707, 126.37044451 -8.55546311, 126.3704864 -8.55560763, 126.37043683 -8.55583506, 126.37029063 -8.55609148, 126.3701239 -8.55663404, 126.37068655 -8.55673402, 126.37074235 -8.55654093, 126.37083033 -8.55650478, 126.37170767 -8.55704223, 126.37179503 -8.55698868, 126.3719093 -8.5567456, 126.37191074 -8.55651131, 126.3720186 -8.55621682, 126.37202699 -8.55603119, 126.37212822 -8.55582849)))",2602
"MULTIPOLYGON (((126.36757884174585 -8.553967644697595, 126.36768311262131 -8.554017376681738, 126.3679022 -8.55392765, 126.36797862 -8.55402963, 126.36803278 -8.55397953, 126.36837746948004 -8.55303566611375, 126.36845927685499 -8.552610622117836, 126.36680603027342 -8.552798609653465, 126.36664275079966 -8.55275915548701, 126.36644292622803 -8.553301567030754, 126.36683115 -8.5536838, 126.36670164 -8.55389562, 126.36667469 -8.55413371, 126.36672246 -8.55422645, 126.36685337 -8.55427366, 126.36737253 -8.55401907, 126.36757884174585 -8.553967644697595)))",2603
"MULTIPOLYGON (((126.39159601181747 -8.654780218168371, 126.39257635921238 -8.655006604135517, 126.3929518684745 -8.654760330668417, 126.39275167 -8.6543001, 126.39276907 -8.65426535, 126.39277107 -8.65424906, 126.39277722 -8.65423492, 126.39277896 -8.6542004, 126.39278587 -8.65416861, 126.39278487 -8.65415198, 126.39278754 -8.65414395, 126.39279786 -8.65412288, 126.39279798 -8.65411583, 126.39278427 -8.65407754, 126.39278358 -8.65405981, 126.39277927 -8.65404617, 126.39182031154633 -8.653835892219092, 126.39159601181747 -8.654780218168371)))",2604
"MULTIPOLYGON (((126.30991685752873 -8.657228036517242, 126.31002543950218 -8.65729284133478, 126.31021416 -8.65724735, 126.31027717 -8.65726529, 126.31033643 -8.65721736, 126.31039842 -8.65724133, 126.31049833 -8.65721191, 126.31055421 -8.65714917, 126.31070735 -8.65712369, 126.31080737 -8.65699257, 126.3108628 -8.65700053, 126.31096893 -8.65689032, 126.3110097 -8.65680603, 126.31099963 -8.65675371, 126.31092936 -8.65668947, 126.31037253 -8.65656922, 126.31010367 -8.65636911, 126.30998722 -8.65632243, 126.30986932 -8.65619184, 126.30980109 -8.65628615, 126.30986089 -8.65635337, 126.30978615 -8.65655927, 126.30983312 -8.65673778, 126.30965113 -8.65688266, 126.30966463 -8.65697946, 126.30961941 -8.65706934, 126.30966583 -8.65713181, 126.30962181 -8.65718464, 126.30972779 -8.65728014, 126.30971371 -8.65734448, 126.30974918108264 -8.657364908748574, 126.30986208669758 -8.657245997515814, 126.30991685752873 -8.657228036517242)))",2605
"MULTIPOLYGON (((126.30978513 -8.65826141, 126.3099283 -8.65831929, 126.3099929 -8.65839519, 126.31001185 -8.65839301, 126.31003622 -8.65834706, 126.31006886 -8.65833549, 126.31006366 -8.6582609, 126.31012277 -8.65821838, 126.31010892 -8.65820038, 126.31012326 -8.65807011, 126.31011466 -8.65793158, 126.31020956 -8.6578172, 126.31024985 -8.6576935, 126.31033081 -8.65755868, 126.31032341 -8.65747715, 126.31045314 -8.65744374, 126.3104926 -8.65740278, 126.31066282 -8.65738224, 126.31071114 -8.65731209, 126.31077224 -8.6572757, 126.31071852 -8.65720544, 126.31065811 -8.65717574, 126.31058125 -8.65717916, 126.31049131 -8.65723052, 126.31037388 -8.65726045, 126.31033093 -8.65729831, 126.31020532 -8.65728621, 126.31002307 -8.65732597, 126.30999187 -8.65731555, 126.30993121 -8.6572486, 126.30989314 -8.65724144, 126.30976725 -8.65737605, 126.30971813 -8.65739112, 126.30970416 -8.65740905, 126.30973343 -8.6575051, 126.30973599 -8.65758044, 126.30975118 -8.65759454, 126.30974237 -8.65769996, 126.30975948 -8.65772333, 126.30975658 -8.65777963, 126.30979689 -8.65782426, 126.3097632 -8.65792138, 126.30976653 -8.65806085, 126.30971966 -8.65811984, 126.30978513 -8.65826141)))",2606
"MULTIPOLYGON (((126.31127254 -8.65807266, 126.31150236 -8.65788164, 126.31151467 -8.65786068, 126.31150053 -8.65781193, 126.31157712 -8.65780778, 126.31165956 -8.65777988, 126.31168904 -8.65775551, 126.31170078 -8.65770435, 126.31175231 -8.65767506, 126.31177534 -8.65761568, 126.31181758 -8.65759792, 126.31187317 -8.65753764, 126.31186559 -8.65746174, 126.31191574 -8.65741144, 126.31192018 -8.65734645, 126.31197216 -8.65729052, 126.31196159 -8.65720931, 126.31198592 -8.65719678, 126.31196647 -8.65713308, 126.31198044 -8.65709269, 126.3119565 -8.65707795, 126.31197339 -8.6570277, 126.3119659 -8.65699231, 126.31191606 -8.65695673, 126.31189316 -8.65691627, 126.31195797 -8.6568951, 126.31197145 -8.6568679, 126.31191555 -8.65673285, 126.31192966 -8.6566981, 126.31199444 -8.65665139, 126.31199385 -8.65661728, 126.31193685 -8.65658698, 126.31192328 -8.65655491, 126.3118594 -8.65653368, 126.31181751 -8.65653697, 126.31169981 -8.65647859, 126.31144479 -8.65650558, 126.31141121 -8.65647126, 126.31136228 -8.65647455, 126.31131355 -8.65643824, 126.31126092 -8.65646267, 126.3112054 -8.65641519, 126.31116132 -8.65645132, 126.31117824 -8.6565011, 126.31112429 -8.65665474, 126.31111921 -8.6567287, 126.3111739 -8.65678841, 126.31126217 -8.65683172, 126.31128106 -8.65681767, 126.31129513 -8.65682722, 126.31132611 -8.65688207, 126.31132955 -8.65692764, 126.311394 -8.65697779, 126.31142805 -8.6570324, 126.31143821 -8.65708259, 126.31134191 -8.6571704, 126.31131234 -8.65729339, 126.31127316 -8.65732525, 126.31122453 -8.6574068, 126.31119742 -8.65750309, 126.31113944 -8.65758602, 126.31112332 -8.65766577, 126.31108408 -8.65771928, 126.31109247 -8.65775638, 126.31106479 -8.65779093, 126.31117844 -8.65808048, 126.31127254 -8.65807266)))",2607
"MULTIPOLYGON (((126.31712762379757 -8.658880949983775, 126.31700073686555 -8.658791570509612, 126.31696881562479 -8.658676654042845, 126.31685389915802 -8.65854896907977, 126.31663364259671 -8.65845958960562, 126.31641977028357 -8.65845958960562, 126.31615163186112 -8.658357441635161, 126.31591922 -8.65817167, 126.31585398 -8.65796017, 126.31585795644605 -8.657719016819792, 126.31565366050513 -8.657766898680945, 126.3155381 -8.65775925, 126.31549515 -8.65780016, 126.31532601 -8.65785262, 126.31536317721414 -8.658003115862632, 126.31528975836038 -8.6583382888907, 126.31510067 -8.65886645, 126.31526972 -8.65882235, 126.31539135 -8.65875047, 126.31553001 -8.6588532, 126.31568103 -8.65881144, 126.31579659 -8.6588564, 126.31585668 -8.65878118, 126.31592117 -8.65876845, 126.316013 -8.65881311, 126.3160273 -8.65889128, 126.3161555 -8.65892172, 126.31633881 -8.65891634, 126.31639091 -8.65898963, 126.3164699 -8.659022, 126.31665509 -8.65899231, 126.31679016 -8.65903689, 126.31696396 -8.65902372, 126.31712762379757 -8.658880949983775)))",2608
"MULTIPOLYGON (((126.31597847 -8.65689301, 126.31642268631325 -8.656973532091946, 126.3167880270144 -8.656685376045969, 126.31699137389661 -8.656420270381943, 126.31713465 -8.65631423, 126.31716816 -8.65609124, 126.31714757886643 -8.655981387670254, 126.31707647 -8.65585463, 126.31700103 -8.65585415, 126.31688329 -8.65576616, 126.31679946 -8.65575778, 126.31669301 -8.65587273, 126.31666082 -8.65587825, 126.31654586 -8.65597804, 126.3164509 -8.65604329, 126.31638158 -8.65605595, 126.31609824 -8.65650445, 126.31604179 -8.65653243, 126.3159750153133 -8.656534544365655, 126.31592172 -8.65657332, 126.31574217493686 -8.656560272584047, 126.31555821817534 -8.656747445372837, 126.31555766 -8.65679674, 126.31559909 -8.65686088, 126.31561739307764 -8.656949411887204, 126.31570855 -8.65700718, 126.31597847 -8.65689301)))",2609
"MULTIPOLYGON (((126.31714844 -8.6588822, 126.31698236660773 -8.659082802435345, 126.31722577 -8.65922642, 126.31733623 -8.65919854, 126.31756527 -8.659061, 126.31779682 -8.65906818, 126.31776147 -8.6589832, 126.31778021 -8.65890633, 126.31754299 -8.6586864, 126.31754923 -8.65856442, 126.31761143 -8.65849876, 126.31788703 -8.65847227, 126.31799808 -8.65843118, 126.31808417 -8.65833411, 126.31809467 -8.65822602, 126.3182136677392 -8.65815482182651, 126.31824009566593 -8.658062324082977, 126.31807109 -8.65789487, 126.3176544 -8.65762991, 126.31764267 -8.65757936, 126.31756033 -8.6575047, 126.3175467 -8.65739695, 126.31749174 -8.65736369, 126.31751231 -8.65707578, 126.31735901 -8.65696384, 126.31725179 -8.65706012, 126.31710251 -8.65706515, 126.31694982 -8.65723729, 126.31681725 -8.65720918, 126.31667584 -8.65726756, 126.31609257 -8.65732015, 126.31594933 -8.65746334, 126.31588968 -8.65757894, 126.31591008 -8.65788388, 126.31587628 -8.65795122, 126.31591275 -8.65805484, 126.31604246 -8.65823611, 126.31613342 -8.65831298, 126.31637481 -8.65842363, 126.31672924 -8.65845007, 126.31690724 -8.65854222, 126.3169633 -8.65854057, 126.31701814 -8.65876477, 126.31710705 -8.65879942, 126.31714844 -8.6588822)))",2610
"MULTIPOLYGON (((126.31531716 -8.65811062, 126.3152865662363 -8.657849893906944, 126.31508577 -8.65789562, 126.31487127 -8.6578421, 126.31460079 -8.65787445, 126.31458176 -8.6578399, 126.31432386 -8.65783875, 126.31422544 -8.65788063, 126.31417649 -8.65786752, 126.31409997 -8.65793096, 126.31393321 -8.65789155, 126.31387176 -8.65801073, 126.3138035 -8.65799495, 126.31371106 -8.65808799, 126.31362551 -8.65811897, 126.31366264 -8.6582058, 126.31361686 -8.65826434, 126.31364698 -8.65834404, 126.31371227 -8.65833889, 126.31382037 -8.65842281, 126.31392754 -8.65841092, 126.31394838 -8.65848745, 126.31402432 -8.65852727, 126.31406608 -8.65859915, 126.31440412 -8.65889909, 126.31468219 -8.65896954, 126.31508785 -8.65882942, 126.31531716 -8.65811062)))",2611
