external_id,boundary
1580,"MULTIPOLYGON (((126.62053557878525 -8.66423763863631, 126.62057493220154 -8.664167970446885, 126.62062423302538 -8.66413405009197, 126.62066723790733 -8.664111340358094, 126.62069254369908 -8.664079240593649, 126.62069393076692 -8.664056925631312, 126.620714465017 -8.664028057100866, 126.62077181500501 -8.66399883934509, 126.62079405674056 -8.663981105518477, 126.62086247417018 -8.663937445898172, 126.62093688232167 -8.663850718829847, 126.62105373220373 -8.663849610363435, 126.6211385378901 -8.663845619883018, 126.62130356083334 -8.663859984188855, 126.62142272862557 -8.663933723905869, 126.62149226001867 -8.66400634152117, 126.62151119530952 -8.664144751536302, 126.62148980828785 -8.66425168443028, 126.62142033967838 -8.664352701584516, 126.62132652500186 -8.664418904061183, 126.62123512995379 -8.664445258942852, 126.62119623364508 -8.664479080659117, 126.6211546539706 -8.664483457604629, 126.62104326133135 -8.664469381045642, 126.62095511678409 -8.664459066365822, 126.62086212439583 -8.664444018695466, 126.62055611865263 -8.664418247750424, 126.62054482229699 -8.66440879698615, 126.62053361677846 -8.664325271495288, 126.62052736590957 -8.664257628868382, 126.62053557878525 -8.66423763863631)))"
1581,"MULTIPOLYGON (((126.65834739720474 -8.660261836917217, 126.65834662509398 -8.660259596259198, 126.65834553581719 -8.660256452971034, 126.65834492504173 -8.660254671588188, 126.65833767284126 -8.660233662198504, 126.658334606962 -8.660188851469131, 126.65833966267242 -8.660148108961149, 126.65834677046506 -8.660135215108298, 126.6583546594296 -8.660120894253643, 126.65835487203437 -8.660120511823264, 126.65836770451018 -8.660097153330735, 126.65837757289411 -8.660079205086534, 126.65849156677719 -8.660072576013354, 126.65852936303276 -8.660098630371602, 126.65856365114448 -8.660122294059406, 126.65858208295981 -8.660160433101318, 126.65859024208933 -8.660177312436597, 126.65860692250446 -8.660211498130009, 126.65860421955588 -8.660264487634821, 126.65855442308333 -8.660286580522389, 126.65849089622502 -8.660314537108967, 126.65841468312897 -8.660307949707175, 126.65837555642395 -8.660276814373612, 126.65834739720474 -8.660261836917217)))"
1582,"MULTIPOLYGON (((126.68259159999998 -8.551831799999993, 126.68246879999998 -8.551959099999998, 126.68224389999997 -8.551914000000007, 126.682 -8.55198804687083, 126.6819435 -8.55200519999999, 126.68175200000002 -8.5517721, 126.68173859999997 -8.551273500000002, 126.682 -8.551101032546702, 126.68204370000001 -8.551072200000004, 126.68225 -8.551175575491866, 126.68245539999998 -8.551278500000002, 126.68249999999999 -8.551333460434623, 126.6827223 -8.551607400000004, 126.68259159999998 -8.551831799999993)))"
1583,"MULTIPOLYGON (((126.5900428553558 -8.60825722158134, 126.59011280635707 -8.608271196713746, 126.59021129558936 -8.608323915568262, 126.59021086448983 -8.608408035945507, 126.59015157447695 -8.608485392016204, 126.5900621648304 -8.608486227712595, 126.58996430816681 -8.60850055219608, 126.58985468370867 -8.60850096724553, 126.58979202963542 -8.60848143803064, 126.58979020676645 -8.608418063009072, 126.58982440300224 -8.608277549441185, 126.58986905312344 -8.608206425622472, 126.58992181106743 -8.608215685169684, 126.5899400420792 -8.60826549697285, 126.58996456086703 -8.608267705970713, 126.5900428553558 -8.60825722158134)))"
1584,"MULTIPOLYGON (((126.88237000805655 -8.561404719535773, 126.88251480953214 -8.561488902541809, 126.88295556369111 -8.561551992865736, 126.88291051398718 -8.562329786219603, 126.88273262414768 -8.56224593635688, 126.88225301954247 -8.561916718501127, 126.88237000805655 -8.561404719535773)))"
1585,"MULTIPOLYGON (((126.60777819220283 -8.58938555397576, 126.60781191978207 -8.58974677418701, 126.60784084300255 -8.589867172309582, 126.60777593866405 -8.589948226838729, 126.60771210463119 -8.590142398751256, 126.60760648147192 -8.590191153699195, 126.60758101143759 -8.590168766947302, 126.6074694332616 -8.590122047842222, 126.60743371814924 -8.590084673439653, 126.60736245442452 -8.590027520659978, 126.60733145757258 -8.58995490680852, 126.60723760620932 -8.589913049346602, 126.60718666621743 -8.589868275757201, 126.60712934334424 -8.589682781101379, 126.60701852627771 -8.589716500874038, 126.60697056373493 -8.589719464279558, 126.60685367296195 -8.589645141301311, 126.60680464487682 -8.589535458506376, 126.60672344539367 -8.589495996245198, 126.60668649153041 -8.589402404010455, 126.60671271265906 -8.589143633834324, 126.60674609999997 -8.588833799999989, 126.60679177017197 -8.58875, 126.60684520995282 -8.588598123255863, 126.60688638587567 -8.58838770468893, 126.60698959736352 -8.588225829334238, 126.60712640851324 -8.587764485728416, 126.60714740344265 -8.587817547395641, 126.60721508788694 -8.58797324195807, 126.60734483532701 -8.588298563945592, 126.60777819220283 -8.58938555397576)))"
1586,"MULTIPOLYGON (((126.69578948342196 -8.484643949780057, 126.69556523705211 -8.484475577649457, 126.69546912358395 -8.484374189630545, 126.69543369668533 -8.484251386958142, 126.69542175371491 -8.483997644930142, 126.69545195139376 -8.48387232522897, 126.69551200327484 -8.483784611166207, 126.69568644643896 -8.48362446508932, 126.69574250732788 -8.483513413561923, 126.69585669375718 -8.48321679730392, 126.6958594979059 -8.483152962001304, 126.69595437364754 -8.483118334236579, 126.69607276401754 -8.483099474919356, 126.69618778964534 -8.483156243972731, 126.69620331977237 -8.483192150324282, 126.69629357362966 -8.483223858617718, 126.69637906611398 -8.48324630788323, 126.69658421618186 -8.48338228863024, 126.69661389059732 -8.483599867685973, 126.69666348723639 -8.483612658119245, 126.69675279532109 -8.483599496750381, 126.69678350118014 -8.483626674736284, 126.6967420511082 -8.48376915109879, 126.69669754750066 -8.483890817605307, 126.69669446760534 -8.483966624440336, 126.6966333658074 -8.484143387242668, 126.69661559864447 -8.48417576133995, 126.69657952927803 -8.48418462862159, 126.6965392291605 -8.484248474823731, 126.6965039668604 -8.484341637047024, 126.69630806290263 -8.484351073886732, 126.6960831123084 -8.4845066582414, 126.695987361434 -8.484443155802904, 126.69578948342196 -8.484643949780057)))"
1587,"MULTIPOLYGON (((126.64754078362432 -8.644646325810227, 126.64757147514581 -8.644561727498136, 126.64792207105079 -8.644114281723272, 126.64796640370433 -8.644094675070804, 126.64797356110499 -8.644108835949076, 126.64797301541502 -8.644109273766569, 126.64793891882199 -8.644143127375406, 126.647872967579 -8.644213090664762, 126.64783230513973 -8.644250000000001, 126.64796075 -8.644250000000005, 126.6479358 -8.644299900000002, 126.64793159999998 -8.64435329999999, 126.64792439999998 -8.644378299999998, 126.64792559999998 -8.644407500000003, 126.64792300000002 -8.644427400000007, 126.64790479999998 -8.644450300000004, 126.647881 -8.644460000000002, 126.6478731 -8.644465599999997, 126.647867 -8.644473299999992, 126.64785820000002 -8.644478199999996, 126.64785350000001 -8.644489699999996, 126.6478509 -8.644534100000008, 126.64781319999999 -8.644585, 126.64780459999999 -8.644589000000002, 126.6478014 -8.644598199999995, 126.64779149999997 -8.644601999999997, 126.6477544 -8.644635900000003, 126.64774940000001 -8.644644799999996, 126.64775119999999 -8.644667200000002, 126.64774669999998 -8.64467729999999, 126.6477402 -8.644685700000005, 126.6477296 -8.644692, 126.64771391645843 -8.64470928395226, 126.64759303891901 -8.644773929565174, 126.6475308 -8.644736499999999, 126.64752850000002 -8.644726400000005, 126.64753469999997 -8.644664699999998, 126.64754078362432 -8.644646325810227)))"
1588,"MULTIPOLYGON (((126.51050245818897 -8.798710450836523, 126.51054974912472 -8.79872031536329, 126.51058081711332 -8.798718880241506, 126.51064994590082 -8.79872510557649, 126.5106776741107 -8.7987357252573, 126.51070565617604 -8.79877325260225, 126.51072787211332 -8.798809688663768, 126.51073275724352 -8.79883941586497, 126.51074205759687 -8.798849062459666, 126.51072590725911 -8.798906468624907, 126.51068598180673 -8.798945202460496, 126.51067006131476 -8.798965963027223, 126.5106263639792 -8.798970951386242, 126.5105998138217 -8.798963183480694, 126.51058348283948 -8.798940433770959, 126.51056602239682 -8.798919984819467, 126.5105561789165 -8.798913778613782, 126.51051692381908 -8.798901548867665, 126.51050652641 -8.798897638047348, 126.51049363783521 -8.798873711087943, 126.51050430292476 -8.798844983827237, 126.51050561365612 -8.798800884927223, 126.51049500561695 -8.798774646461988, 126.51048510813366 -8.798762715215556, 126.51049285235156 -8.798729434788495, 126.51049821730153 -8.798718506180887, 126.51050245818897 -8.798710450836523)))"
1589,"MULTIPOLYGON (((126.6390526592177 -8.650565227045641, 126.63955616939221 -8.650204604893627, 126.63956573369552 -8.650207792994726, 126.63949888546931 -8.651188233646309, 126.6393596183313 -8.650978636603599, 126.6391500212886 -8.650853296179399, 126.63907481703409 -8.65083658412284, 126.63905906618515 -8.650562955046965, 126.6390526592177 -8.650565227045641)))"
1590,"MULTIPOLYGON (((126.50707843999999 -8.77144035, 126.50717481 -8.771462489999998, 126.50723667298304 -8.771550912056107, 126.5072688867303 -8.771557659739107, 126.50730925999997 -8.771502519999999, 126.50744311999999 -8.771476579999993, 126.50742611045781 -8.77129816157194, 126.50737397569439 -8.771201069595609, 126.50727525 -8.771136400000005, 126.50721699999998 -8.771129890000001, 126.5071806832282 -8.771101495382299, 126.50708999999999 -8.771102860000003, 126.50699337999998 -8.771065789999998, 126.50686584 -8.77109459, 126.50684804999997 -8.771119899999993, 126.50684740417394 -8.771182113217113, 126.50676488384691 -8.771214863875993, 126.50673171271049 -8.771280223449535, 126.50683276355267 -8.771372098721098, 126.50687299668789 -8.771363483491749, 126.50696556000001 -8.771441700000006, 126.50701079 -8.771457220000004, 126.50707843999999 -8.77144035)))"
1591,"MULTIPOLYGON (((126.62939950548204 -8.657824158920524, 126.62988285880056 -8.65714915676741, 126.63031367529265 -8.65724163009843, 126.63027374294518 -8.657568521828178, 126.62998298259687 -8.657726387506846, 126.62958569384426 -8.657746772620607, 126.62947067067036 -8.657955056494206, 126.62921879143963 -8.658011260974652, 126.6291915199068 -8.657847307923996, 126.62939950548204 -8.657824158920524)))"
1592,"MULTIPOLYGON (((126.89621077682393 -8.581468871890406, 126.89632530403105 -8.581607753484882, 126.89644746558635 -8.581987269521607, 126.8968443351105 -8.5816651263549, 126.89719860447018 -8.581637331502627, 126.89713734423364 -8.581072849880169, 126.89685380670397 -8.580897265256247, 126.89652457483528 -8.580845360220215, 126.89621077682393 -8.581468871890406)))"
1593,"MULTIPOLYGON (((126.75948656323655 -8.456981347561506, 126.7586496 -8.456789600000004, 126.7585966 -8.456949100000005, 126.75849710000001 -8.456930199999995, 126.75839410000002 -8.456908700000005, 126.75835790000001 -8.456837699999992, 126.75837369999999 -8.456715700000005, 126.7583958 -8.4565525, 126.75841932847258 -8.456513087647366, 126.75852960284024 -8.456535996103222, 126.7585997579754 -8.456323022966059, 126.75870783957016 -8.456119957533593, 126.75875859103716 -8.456033865209617, 126.75893480048478 -8.456117774332798, 126.75906590685508 -8.456161027262844, 126.75958331362483 -8.456319553253746, 126.75949025057855 -8.456652592446526, 126.75948656323655 -8.456981347561506)))"
1594,"MULTIPOLYGON (((126.76003595701108 -8.457757136071756, 126.75947304630193 -8.457703677732141, 126.75948696258122 -8.457322732051674, 126.75956792557623 -8.457108999059546, 126.75980798999618 -8.457084140958822, 126.7601301300634 -8.457089809597107, 126.76003595701108 -8.457757136071756)))"
1595,"MULTIPOLYGON (((126.6244249008915 -8.668347447299375, 126.62469018505435 -8.668363481942176, 126.62487719518366 -8.668420269185466, 126.62495716148194 -8.668373701893524, 126.62498182468602 -8.667938006391777, 126.62489420612977 -8.667976528569058, 126.62457611249854 -8.667983029654359, 126.6244249008915 -8.668347447299375)))"
1596,"MULTIPOLYGON (((126.69887644145602 -8.67693906814863, 126.69890619555086 -8.67674614133786, 126.69910231421615 -8.676754708637015, 126.69910388377113 -8.676594187372402, 126.69914067397946 -8.67654937538959, 126.69937205549724 -8.676606402905927, 126.69943710062748 -8.676785443494019, 126.69939528940091 -8.676887725161064, 126.69946165124395 -8.677011184305293, 126.69939719579992 -8.677082196886538, 126.69903365722979 -8.67692806395314, 126.69887644145602 -8.67693906814863)))"
1597,"MULTIPOLYGON (((126.66112884879114 -8.643162424711843, 126.661289781332 -8.64391518903106, 126.66158750653267 -8.644017944061474, 126.6619349 -8.643881400000005, 126.66197542101146 -8.643497539264187, 126.66165992617606 -8.643374564522409, 126.66157945990562 -8.643014258242086, 126.66127536445853 -8.642910177062962, 126.66112884879114 -8.643162424711843)))"
1598,"MULTIPOLYGON (((126.65913026779887 -8.652427851093922, 126.65961839999999 -8.652193200000006, 126.65999997407198 -8.651902817462128, 126.65997516363858 -8.651471586639959, 126.65977370000002 -8.651227999999994, 126.65911179999999 -8.651707600000005, 126.6586317 -8.652012900000004, 126.65832019999998 -8.652705899999999, 126.65876049999999 -8.652754699999994, 126.65913026779887 -8.652427851093922)))"
1599,"MULTIPOLYGON (((126.5688594 -8.625732399999992, 126.56867750000002 -8.625784900000006, 126.56862929999998 -8.625809099999998, 126.56861699999999 -8.6258246, 126.56860809999998 -8.625831299999998, 126.56860259999999 -8.625842900000002, 126.56861139999998 -8.625883200000006, 126.5686249 -8.625908699999995, 126.5686298 -8.625941899999995, 126.56861980000001 -8.62597000000001, 126.56861220000002 -8.626011000000004, 126.56861940000002 -8.62601929999999, 126.56862300000002 -8.626033199999997, 126.56864069999999 -8.626065299999993, 126.5686414 -8.626074699999993, 126.56863629999998 -8.62608679999999, 126.5686379 -8.626140600000003, 126.5686409 -8.6261506, 126.56864739999997 -8.626159100000006, 126.5686622 -8.626170499999999, 126.5686756 -8.626171099999993, 126.5686994 -8.626152799999998, 126.5687089 -8.626152399999993, 126.56872149999995 -8.626156600000002, 126.56872350000002 -8.626166500000007, 126.5687426 -8.626181300000006, 126.56874419999998 -8.626194800000002, 126.56875839999998 -8.62620109999999, 126.5687647 -8.626212599999993, 126.56877810000002 -8.626217100000007, 126.56880409999997 -8.626253299999995, 126.56880759999997 -8.626262699999996, 126.56881649999998 -8.626259700000002, 126.5688226 -8.626262099999991, 126.56882880000002 -8.626264500000007, 126.56883489999998 -8.626274199999992, 126.5688443 -8.626272799999999, 126.56884089999998 -8.626283000000003, 126.568845 -8.626292399999997, 126.56885069999998 -8.626300299999995, 126.56889270000002 -8.626323999999997, 126.56890359999998 -8.626341799999995, 126.5689115 -8.626348500000002, 126.5689229 -8.626350600000002, 126.56894019999997 -8.626347200000003, 126.5689554 -8.626340100000002, 126.5689789 -8.626349400000008, 126.56900400000002 -8.626352299999999, 126.56901129999999 -8.626361600000003, 126.56902399999997 -8.626364899999992, 126.5690415 -8.62636289999999, 126.56904970000001 -8.626356900000001, 126.5690594 -8.6263552, 126.56907269999999 -8.626358099999997, 126.56911950000001 -8.626381200000006, 126.56914429999998 -8.626381700000001, 126.5691674 -8.626394699999995, 126.56917740000002 -8.6263939, 126.5692087 -8.626378400000007, 126.5692169 -8.626370699999997, 126.5692191 -8.6263607, 126.56926079999997 -8.626333000000006, 126.5692748 -8.6263347, 126.56930589999997 -8.626324399999993, 126.56932660000001 -8.626301800000007, 126.5693258 -8.626291899999998, 126.56932770000002 -8.626255399999991, 126.5693195 -8.626236899999993, 126.56932269999999 -8.626210000000006, 126.5693305 -8.626192900000005, 126.56936230000001 -8.626157699999997, 126.5693637 -8.626068699999998, 126.56936739999999 -8.626057400000006, 126.56936749999997 -8.626032099999994, 126.5693642 -8.626021099999992, 126.56935659999998 -8.626013899999997, 126.5693306 -8.626004000000007, 126.56930730000002 -8.625984099999998, 126.56929480000001 -8.625977999999993, 126.5692857 -8.625970700000003, 126.56927979999999 -8.625963299999999, 126.56926329999997 -8.625951700000002, 126.56925429999998 -8.625940999999989, 126.569232 -8.625939300000006, 126.56921770000001 -8.625926900000005, 126.56920219999998 -8.625888499999995, 126.5692061 -8.625872499999998, 126.5692028 -8.62583849999999, 126.56918889999999 -8.625818399999993, 126.56918470000001 -8.625802400000001, 126.56918400000002 -8.625784399999993, 126.56915749999997 -8.625772900000003, 126.5691275 -8.625745499999992, 126.56906049999998 -8.625737199999998, 126.569054 -8.62573060000001, 126.5690395 -8.625726500000006, 126.5690057 -8.625732499999998, 126.56899830000002 -8.6257381, 126.56898839999998 -8.625740799999997, 126.56897850000001 -8.625740299999997, 126.56897069999998 -8.625735300000004, 126.568964 -8.625722700000006, 126.56896169999999 -8.625713700000002, 126.56894040000002 -8.625710399999992, 126.56892600000002 -8.625712199999997, 126.5688594 -8.625732399999992)))"
1600,"MULTIPOLYGON (((126.5621442720294 -8.561769187417411, 126.56214193 -8.561745849999994, 126.56213239999997 -8.561716879999999, 126.56213230999997 -8.561699649999996, 126.56213467 -8.561691079999994, 126.56213981 -8.561684730000005, 126.56214911000001 -8.561678840000006, 126.56215746000001 -8.561670320000001, 126.56216586000001 -8.561638239999995, 126.56216581999998 -8.561621770000004, 126.56216251999999 -8.561603550000003, 126.56216273999998 -8.561583250000009, 126.56217651999997 -8.561558330000004, 126.56218305999997 -8.5615533, 126.56218173 -8.561539120000011, 126.56217602000001 -8.561532679999994, 126.56216472387315 -8.561518211714215, 126.56214523 -8.56148906999999, 126.56213730999998 -8.56148508, 126.56212180852889 -8.561479753071357, 126.56210370361802 -8.561478095371147, 126.56208241999998 -8.56146506, 126.56206828 -8.56145927, 126.56205154999999 -8.561459289999998, 126.5620415 -8.56144915, 126.56203268999998 -8.561443249999995, 126.56202136 -8.561425119999997, 126.56200754999998 -8.561408250000007, 126.56199609999997 -8.561400019999995, 126.56198824000002 -8.561388850000005, 126.56198556000001 -8.561374930000005, 126.56198507000002 -8.561361690000002, 126.56197380999998 -8.561326069999994, 126.5619725 -8.561315940000002, 126.56197397999999 -8.561305920000004, 126.56197794 -8.561296939999998, 126.56198001 -8.56128562999999, 126.56197848999997 -8.56127396, 126.56198370999999 -8.561252419999994, 126.56198594000001 -8.56123287, 126.56198551000001 -8.561220579999995, 126.56198995 -8.561199859999997, 126.56198734 -8.561188429999989, 126.56197462999998 -8.561174360000004, 126.56196485 -8.56116652999999, 126.56195752999999 -8.561155450000005, 126.56195358 -8.56114334, 126.56195519 -8.561130789999993, 126.56196273 -8.561119299999998, 126.56197413 -8.561111330000003, 126.56198315000002 -8.561099000000006, 126.56198428 -8.56108800999999, 126.56197646 -8.561060120000008, 126.56197622 -8.561051869999996, 126.56197952000001 -8.561035920000004, 126.56197885999998 -8.561012800000006, 126.56196372 -8.560985429999997, 126.56196395999997 -8.560977700000002, 126.56197373 -8.560955359999992, 126.56198803 -8.560934470000007, 126.56199868999997 -8.560911460000005, 126.56200733999998 -8.560898460000004, 126.56201383 -8.560884489999992, 126.56202266999999 -8.560846259999995, 126.56202279000001 -8.560822439999994, 126.56202603 -8.560797609999996, 126.56202532999998 -8.560785560000001, 126.56202152 -8.560775279999998, 126.56201478000001 -8.560766179999996, 126.56200796000002 -8.56074663, 126.56199951000002 -8.56073713, 126.56199507000001 -8.560738909999989, 126.56188242137429 -8.560748375037365, 126.56176618 -8.560607150000004, 126.56176338999998 -8.560595660000008, 126.56175006000001 -8.560575090000007, 126.56173598 -8.560560860000008, 126.56173317999998 -8.560550209999999, 126.56173386999997 -8.560538829999992, 126.56173664 -8.560529010000003, 126.56173611999999 -8.560520189999998, 126.56172757 -8.560512699999995, 126.56171444999998 -8.560507550000008, 126.56170402 -8.560490560000005, 126.56169671999997 -8.560469689999993, 126.56169843 -8.560450010000004, 126.56169762 -8.560439870000007, 126.56168673 -8.560419689999998, 126.56167958000002 -8.560397239999988, 126.56167936 -8.560387529999995, 126.56168563000001 -8.560378719999997, 126.56168365000002 -8.560344540000004, 126.56168568000001 -8.560323410000004, 126.56168215 -8.560315180000003, 126.56167336999997 -8.560308439999996, 126.56165522 -8.5603044, 126.56164992999999 -8.560297600000004, 126.56164539000001 -8.560267689999993, 126.56164563 -8.560249409999996, 126.56165115 -8.560209059999996, 126.56164333999999 -8.560195449999995, 126.56164229 -8.560188350000004, 126.5616454 -8.560179599999998, 126.5616563 -8.560163740000007, 126.56167094000001 -8.56015045999999, 126.56167721 -8.56014071999999, 126.56168142 -8.560127139999997, 126.56167424999998 -8.560083020000002, 126.56167380999999 -8.5600748, 126.5616771 -8.560057820000003, 126.56166748 -8.560051390000007, 126.56165852999997 -8.560052789999995, 126.56162071999998 -8.560045019999995, 126.56159073114394 -8.560015669432708, 126.56156803000002 -8.560002559999994, 126.56155147 -8.559995920000006, 126.56153682999998 -8.560007740000007, 126.56151831150056 -8.560016000974027, 126.56149819493295 -8.560023957965534, 126.56148105 -8.56002807, 126.56147360999996 -8.560028619999995, 126.56143953999998 -8.560035579999996, 126.56142459000002 -8.560042929999994, 126.56138843000001 -8.560047349999996, 126.56137246638534 -8.560045839691334, 126.56134561999997 -8.560048009999987, 126.56131615999998 -8.560050149999991, 126.56130549000001 -8.560043540000002, 126.56128236 -8.560045200000005, 126.56125186999999 -8.5600396, 126.56119198 -8.560007930000005, 126.56119013999997 -8.559998899999998, 126.56118494 -8.559990150000004, 126.56116651 -8.559975449999994, 126.56114604 -8.559954860000001, 126.56112493999998 -8.559938559999992, 126.56110617 -8.559928170000006, 126.56108835 -8.559922899999991, 126.56106731999999 -8.55990835999999, 126.56105759999998 -8.559902970000001, 126.56057745999999 -8.559632470000006, 126.56057095000001 -8.559634530000007, 126.56056585000002 -8.559640160000002, 126.56053444999998 -8.559652569999999, 126.56052582000001 -8.559657379999994, 126.56051447999998 -8.55965989000001, 126.56049663000002 -8.55965916, 126.56047671999998 -8.559662869999997, 126.56046349 -8.55967625, 126.56045033 -8.559685979999996, 126.56042637 -8.559697390000002, 126.56041176999999 -8.559711850000006, 126.5604004 -8.559732579999997, 126.56039870999997 -8.559744629999996, 126.56038292999999 -8.559762129999994, 126.56035377 -8.559783689999994, 126.56033341999999 -8.559791150000004, 126.56031403 -8.559801400000005, 126.56029948 -8.559798460000003, 126.56028864999999 -8.55979412999999, 126.56026594000001 -8.559791959999998, 126.56025322 -8.55979563, 126.56023163999998 -8.559808110000004, 126.56016836 -8.559812549999998, 126.56014543 -8.559814370000003, 126.56011926 -8.55982477, 126.56010654999999 -8.55982524999999, 126.56009066 -8.559822089999999, 126.56006474999997 -8.55982477, 126.56004046000001 -8.559819959999997, 126.5600116 -8.559811519999997, 126.56000167000002 -8.559806450000004, 126.55999260999997 -8.559798979999998, 126.5599765 -8.559704589999999, 126.55996887 -8.559686370000005, 126.55996507000002 -8.559664009999999, 126.55995860695836 -8.559659925433685, 126.55994754284619 -8.55966092005855, 126.55965006999999 -8.559573289999998, 126.55963189000002 -8.559554749999998, 126.5596204 -8.559546400000002, 126.5595947 -8.559537610000005, 126.5595783 -8.5595307, 126.55957127 -8.559531420000004, 126.55955222000001 -8.559522079999995, 126.55953899000001 -8.55952273999999, 126.55946043999997 -8.5594922, 126.55945300000002 -8.559486389999991, 126.5594394 -8.55948703999999, 126.55937131000002 -8.559504519999999, 126.55936193999999 -8.55950448, 126.55933023999998 -8.559513519999994, 126.55930138999997 -8.559516879999999, 126.55927284 -8.559516249999993, 126.55925175000002 -8.559519660000003, 126.55922149000001 -8.559530440000009, 126.55920989 -8.559530730000002, 126.55918942 -8.559525439999994, 126.55917961 -8.559524219999995, 126.55914827 -8.559513280000003, 126.55912891999999 -8.559502200000004, 126.55909685000002 -8.55949294, 126.55907754 -8.559482949999998, 126.55906497999999 -8.559484270000004, 126.55905015999998 -8.559525579999995, 126.5590454 -8.559535259999999, 126.55902996999995 -8.559548809999992, 126.55900125000001 -8.55956311, 126.55898722999999 -8.55956955, 126.55898077 -8.559575910000001, 126.55897510000001 -8.559609199999993, 126.55898120999997 -8.55962942, 126.55899435 -8.559642809999994, 126.55900312 -8.559661880000002, 126.55900927 -8.559691340000006, 126.55901449000001 -8.559724539999998, 126.55901785 -8.559734809999995, 126.55902875999999 -8.559751389999994, 126.55904808 -8.559768419999996, 126.55905935999998 -8.559774500000001, 126.55908117999998 -8.559790879999989, 126.55911612 -8.559810630000003, 126.55913474000002 -8.559827529999998, 126.55915772999998 -8.55984143, 126.55918042 -8.559859689999989, 126.55919928 -8.55988408, 126.55920531 -8.559896689999993, 126.55922137 -8.559917890000001, 126.55924098999999 -8.559936259999995, 126.55925778 -8.559957179999993, 126.55926472 -8.559967929999997, 126.55927382000002 -8.559975840000007, 126.55928053 -8.559985309999993, 126.55927981000002 -8.559997910000007, 126.55928314 -8.560007500000005, 126.55928377000001 -8.560019049999998, 126.55927579000002 -8.560054829999999, 126.55927644 -8.560066790000004, 126.55928158999997 -8.560077559999995, 126.55929944000002 -8.560101269999999, 126.55930862999998 -8.560110739999999, 126.55932377 -8.560118959999993, 126.55934939000001 -8.560137259999989, 126.55936721999998 -8.560143259999993, 126.55937634999998 -8.560149519999996, 126.55938223 -8.560158709999998, 126.55938681 -8.560193649999995, 126.5593878 -8.56021443, 126.55938475 -8.560228299999991, 126.55937651 -8.56025399999999, 126.55937118 -8.56026697999999, 126.55935645000001 -8.56028726999999, 126.55933999999998 -8.560326699999994, 126.5593375 -8.560343280000001, 126.55932032000001 -8.560373180000006, 126.55932117000002 -8.560402569999997, 126.55932332999998 -8.560439419999991, 126.55932609 -8.560451129999999, 126.55933915999996 -8.560472619999995, 126.55934290000002 -8.560485169999993, 126.55935642 -8.560510970000006, 126.55936116 -8.560524879999997, 126.55936201 -8.56053952999999, 126.55936161 -8.560564040000003, 126.55936659 -8.560574630000001, 126.55937822000001 -8.56058101, 126.55940632 -8.560605679999991, 126.55941805999997 -8.560611909999997, 126.55944106999998 -8.560635779999991, 126.55945052000001 -8.560643250000007, 126.55947586 -8.560668640000001, 126.55948559999997 -8.560690689999998, 126.55948971999997 -8.560715560000004, 126.55948867000001 -8.560725619999998, 126.55948487 -8.560736920000004, 126.55948520000001 -8.56074815, 126.55949312999998 -8.560768119999993, 126.55950320999997 -8.560777879999993, 126.55953698 -8.560800310000001, 126.55954574000002 -8.560808889999995, 126.55955637 -8.560830539999992, 126.55957353999997 -8.560846550000003, 126.55957470999999 -8.560855290000006, 126.55957229 -8.560879060000001, 126.55957415999998 -8.560902549999996, 126.55968459 -8.561158859999997, 126.55969626999999 -8.561161150000002, 126.55970278 -8.561169289999993, 126.55971843999997 -8.561177720000002, 126.55973182 -8.561197590000006, 126.55973459 -8.561215869999993, 126.55974259999998 -8.561232019999998, 126.55974696 -8.561252560000005, 126.55974498999998 -8.561273470000005, 126.55974111999997 -8.561303059999991, 126.55973424999998 -8.561310250000004, 126.55974352 -8.561326199999998, 126.55976169999997 -8.561335979999996, 126.55977440999997 -8.561357820000007, 126.55979026999998 -8.561376549999993, 126.55979707000002 -8.561381910000007, 126.55980283 -8.56139925, 126.55980410000001 -8.561409810000004, 126.55980218999997 -8.561432679999992, 126.55982526 -8.56145676999999, 126.55983918 -8.561480629999998, 126.55984823999998 -8.561499689999991, 126.55983348 -8.56150687, 126.5598541 -8.56152792, 126.55986427999999 -8.561534540000002, 126.55988706 -8.561539300000002, 126.55989758999998 -8.561540259999992, 126.55990494 -8.561545560000008, 126.55991789000001 -8.561564000000004, 126.55992911000001 -8.561585850000005, 126.55993099 -8.561596769999996, 126.55992773 -8.561615539999996, 126.55993128 -8.561623869999991, 126.55993174999998 -8.561633060000007, 126.55993815 -8.561643889999997, 126.55994361 -8.561648860000002, 126.55995985999998 -8.561649660000006, 126.55996656000002 -8.561653089999991, 126.55997214000001 -8.561680759999996, 126.56019866466522 -8.561780459770077, 126.5603082999587 -8.561801015235849, 126.56049521 -8.561858239999994, 126.5605076 -8.561865499999987, 126.56052187000002 -8.561866229999998, 126.56061625000001 -8.561908119999995, 126.56112792999998 -8.561901230000007, 126.56204502999996 -8.561933010000004, 126.56206351999998 -8.561919129999998, 126.56207271 -8.561914449999998, 126.56209090999997 -8.561888280000009, 126.56210906803607 -8.561865002404426, 126.5621442720294 -8.561769187417411)))"
