external_id,boundary
574,"MULTIPOLYGON (((126.59797499999999 -8.589567199999994, 126.59797499999999 -8.589499299999993, 126.59795399999999 -8.589454299999995, 126.5979584 -8.589387799999995, 126.59796240000001 -8.589361300000006, 126.597953 -8.589317200000004, 126.59797650000002 -8.589238199999993, 126.59800809999997 -8.589177199999995, 126.59801590000001 -8.589170199999995, 126.59803449999998 -8.589161199999994, 126.5981131 -8.589105000000005, 126.59812999999997 -8.58910049999999, 126.59815839999997 -8.5890853, 126.59819010000001 -8.589076799999994, 126.59819819999998 -8.589072000000002, 126.598208 -8.589060500000002, 126.59821789999997 -8.589055899999998, 126.5982316 -8.589057899999997, 126.5982386 -8.589069500000008, 126.59827709999999 -8.589081099999998, 126.59829679999997 -8.589098399999994, 126.59830939999999 -8.589100299999998, 126.59832769999997 -8.5890975, 126.59833779999998 -8.589100700000001, 126.5983513 -8.589109300000006, 126.59836260000002 -8.589111699999991, 126.59837950000001 -8.589098299999993, 126.59841359999999 -8.589081599999998, 126.5984304 -8.5890776, 126.5984453 -8.589077499999991, 126.59847799999997 -8.589095699999993, 126.59850210000002 -8.589115099999992, 126.59851619999999 -8.589122499999993, 126.59852610000002 -8.589124799999995, 126.59853549999998 -8.589129199999997, 126.59854569999999 -8.589139399999999, 126.5985638 -8.589195599999998, 126.59859930000002 -8.5892258, 126.59862790000001 -8.589235399999996, 126.59862889999997 -8.589246499999987, 126.59862210000001 -8.589259200000004, 126.5986205 -8.589273299999995, 126.5986286 -8.589280499999996, 126.5986502 -8.58928519999999, 126.59865759999998 -8.589295700000001, 126.59868450000002 -8.589319499999997, 126.59868940000001 -8.58933019999999, 126.59869260000002 -8.589345199999993, 126.5986993 -8.589355199999991, 126.59870940000002 -8.589361300000002, 126.59871990000002 -8.589372999999995, 126.59873689999998 -8.589382200000003, 126.59874219999998 -8.5893921, 126.5987351 -8.5894105, 126.5987374 -8.589419300000005, 126.5987433 -8.589428799999999, 126.5987462 -8.5894407, 126.5987565 -8.589457200000002, 126.5987591 -8.58947409999999, 126.5987631 -8.589482300000004, 126.59878999999998 -8.5895079, 126.5988057 -8.589513799999999, 126.59882649999999 -8.589534299999997, 126.5988521 -8.589583000000003, 126.59886490000001 -8.589593700000009, 126.59887359999999 -8.589606199999997, 126.5988714 -8.589622500000003, 126.59885149999997 -8.589641400000001, 126.5988449 -8.589668499999997, 126.59883859999998 -8.589680599999992, 126.59883430000001 -8.589710100000001, 126.59882889999999 -8.589721099999998, 126.59881879999998 -8.589733599999999, 126.59880999999999 -8.589737000000007, 126.59878870000001 -8.589737000000005, 126.59877919999997 -8.589742500000002, 126.59876709999998 -8.589781099999998, 126.59875809999998 -8.589789600000001, 126.59873089999998 -8.589803900000001, 126.59871849999998 -8.589815100000001, 126.59871639999997 -8.5898257, 126.5987282 -8.589892199999996, 126.59872549999997 -8.589903599999994, 126.59871750000002 -8.589917000000003, 126.5987144 -8.5899307, 126.5987079 -8.589944099999999, 126.59869839999999 -8.589945999999989, 126.598691 -8.589953399999999, 126.59864760000002 -8.590025699999995, 126.5986043 -8.590065500000003, 126.59860359999998 -8.590078999999994, 126.5985941 -8.5900954, 126.59858770000001 -8.5901216, 126.59856589999997 -8.590153299999997, 126.59855549999999 -8.59016010000001, 126.59852799999997 -8.590170299999995, 126.5985005 -8.590172599999997, 126.59847400000001 -8.590159599999998, 126.59837439999995 -8.590144499999997, 126.5983649 -8.59013959999999, 126.59834280000001 -8.5901155, 126.5982587 -8.590082700000007, 126.5982497 -8.590068599999999, 126.5982386 -8.590062000000007, 126.59821449999998 -8.590054600000006, 126.5981936 -8.5900375, 126.5981834 -8.590015099999995, 126.59817149999999 -8.590000499999999, 126.59814839999999 -8.589988200000008, 126.5981087 -8.589952800000006, 126.59808480000001 -8.5898964, 126.5980844 -8.589882000000001, 126.59807669999998 -8.589865199999998, 126.59806779999997 -8.589867500000006, 126.59803119999998 -8.589841100000005, 126.5980214 -8.5898226, 126.59801090000002 -8.589813500000009, 126.59798520000001 -8.589807900000007, 126.5979784 -8.58980120000001, 126.5979584 -8.589766099999997, 126.59795629999999 -8.589738099999995, 126.59794620000001 -8.589707899999992, 126.59794449999998 -8.5896819, 126.59795069999998 -8.589650400000002, 126.59794929999998 -8.589639600000003, 126.5979586 -8.589575799999999, 126.59796539999999 -8.589567399999988, 126.59797499999999 -8.589567199999994)))"
575,"MULTIPOLYGON (((126.70091004271586 -8.659468641852756, 126.70082796131237 -8.659242917993188, 126.70063643803759 -8.659263438344059, 126.70052015604934 -8.659044554601453, 126.70034915312543 -8.65891459237929, 126.70057829704344 -8.658688868519723, 126.70079718078604 -8.658579426648423, 126.70085874183867 -8.658548646122107, 126.70110840610758 -8.658524705712766, 126.7014230514876 -8.65859310688234, 126.70150513289106 -8.658661508051894, 126.70161457476236 -8.658781210098638, 126.70173769686758 -8.658935112730145, 126.7020010413704 -8.659089015361662, 126.70193264020081 -8.65922239764232, 126.70188817944063 -8.659328419455145, 126.70187449920672 -8.659396820624705, 126.70181977827107 -8.65947890202819, 126.70167613581496 -8.659543883139268, 126.7014367317215 -8.659653325010584, 126.70114944680932 -8.659605444191874, 126.70099554417779 -8.659598604074919, 126.7009510834176 -8.65956782354863, 126.70091004271586 -8.659468641852756)))"
576,"MULTIPOLYGON (((126.66602546522856 -8.66087941534182, 126.66600562526973 -8.660945449037118, 126.666085730742 -8.661123789086318, 126.66603320561168 -8.661230896697852, 126.66593024458554 -8.66141687335566, 126.66594233006788 -8.662257042064919, 126.66558876272966 -8.662349795742765, 126.66517639078086 -8.66218640340273, 126.66501450353968 -8.662225582297877, 126.6648812900944 -8.66229740751609, 126.6646978681896 -8.662227838061334, 126.66441024594182 -8.662216489646159, 126.66417073633073 -8.661398882243324, 126.66421102700404 -8.661411037157153, 126.66518848789993 -8.660834148847004, 126.66566541569892 -8.660953418450527, 126.66572683264884 -8.660747852582164, 126.66602546522856 -8.66087941534182)))"
577,"MULTIPOLYGON (((126.67509739999997 -8.655392100000002, 126.67487785220149 -8.655329775668232, 126.67473869999998 -8.655189499999999, 126.6748081 -8.654852499999997, 126.67472249999999 -8.654773799999996, 126.67467320000002 -8.654508799999995, 126.67461799999997 -8.654440900000012, 126.6747613 -8.654277399999998, 126.6748753 -8.654202799999993, 126.67504830000001 -8.654147400000005, 126.6752564 -8.654110999999997, 126.6755162 -8.654124300000003, 126.67565199999999 -8.6541949, 126.67581999999999 -8.654207100000004, 126.67603639999997 -8.6543939, 126.676151 -8.65444879999999, 126.6761994 -8.6545276, 126.67615549999998 -8.654652999999996, 126.6760977 -8.655118499999991, 126.6759965 -8.655175200000002, 126.6758942 -8.655148499999997, 126.67539630000002 -8.655165300000006, 126.67529319999997 -8.655197800000005, 126.67509739999997 -8.655392100000002)))"
578,"MULTIPOLYGON (((126.61905474240478 -8.697906456500943, 126.61910385607854 -8.6981580296596, 126.61927165275814 -8.698151223575856, 126.61940598941855 -8.698221094908316, 126.61996044275755 -8.698250153273545, 126.62004112244733 -8.698470366397906, 126.62012919454442 -8.698520792545084, 126.6203139661317 -8.69844726285144, 126.6204359311311 -8.698271801853037, 126.62050511452557 -8.69803886749977, 126.62049197145136 -8.697945576014986, 126.62040320278133 -8.69780400332026, 126.6202961170719 -8.697718513763455, 126.62022836710646 -8.697604774532374, 126.6201337837326 -8.697312505268552, 126.61997890318962 -8.697227496805546, 126.61987849743062 -8.697096312961499, 126.61979938974216 -8.69708510419019, 126.61952940854958 -8.697149084681497, 126.61909085309463 -8.697341335844571, 126.61910685758929 -8.697577001157159, 126.61905474240478 -8.697906456500943)))"
579,"MULTIPOLYGON (((126.64924717716843 -8.649940897999059, 126.64914710381701 -8.650027813167775, 126.64901126320598 -8.650172911933444, 126.64899822767838 -8.65032808559037, 126.64901059721564 -8.650438831733172, 126.6489860051775 -8.650567604698285, 126.64897343041005 -8.65060307274302, 126.6491063868734 -8.6506612524939, 126.64910556226516 -8.650743203471594, 126.64922707837069 -8.650787031816646, 126.64936129312018 -8.650808244699965, 126.64938505271189 -8.650760619421868, 126.64941986551564 -8.650687180988863, 126.64947859276705 -8.650582183074361, 126.64955309258694 -8.650438473140392, 126.64958155604361 -8.650376342420511, 126.64959823651948 -8.650348065454935, 126.6496237421505 -8.650314080692663, 126.6495667105036 -8.650259996457008, 126.6495048820457 -8.650210778179796, 126.64947866398164 -8.650170860297163, 126.64932116023022 -8.649994820506107, 126.64926831186574 -8.649955960164956, 126.64924717716843 -8.649940897999059)))"
580,"MULTIPOLYGON (((126.69685792526079 -8.674347708697335, 126.6962987203148 -8.673954490689898, 126.69646749444044 -8.673570808150147, 126.69696751296988 -8.673452476031148, 126.6970776690556 -8.673564547297982, 126.69707457480015 -8.6739594106537, 126.69685792526079 -8.674347708697335)))"
581,"MULTIPOLYGON (((126.68073207479375 -8.536431124091331, 126.68038175675395 -8.536777714452302, 126.68002664407238 -8.536624492667196, 126.67983625302274 -8.536587466036755, 126.67997670721141 -8.536272937163105, 126.67992157180285 -8.536035433652204, 126.67994650000001 -8.535877799999994, 126.68000791221856 -8.535727173051342, 126.68006960302591 -8.53563930899409, 126.68014109999997 -8.535586399999998, 126.68035525828599 -8.535509999590047, 126.68050920117267 -8.535238094789898, 126.6805797914941 -8.535249951662031, 126.68062857172092 -8.535349710078677, 126.68087898377881 -8.535477618625608, 126.6809077739694 -8.535592600268176, 126.68114569840618 -8.535730649431981, 126.6811078880765 -8.536249657559834, 126.68091855826785 -8.536454406897139, 126.68073207479375 -8.536431124091331)))"
582,"MULTIPOLYGON (((126.91270342999997 -8.531561226648522, 126.91274461091166 -8.531574147333487, 126.91286891650033 -8.531669014216158, 126.91288160405915 -8.531701723304508, 126.91291553654456 -8.531712514069252, 126.91298900510368 -8.531776292245947, 126.91303606000001 -8.53184781664852, 126.91308223774983 -8.531989920583667, 126.91309725654472 -8.532112024185805, 126.91307458031623 -8.532208935856222, 126.91290924298916 -8.532223878808862, 126.91274661676667 -8.532197024533541, 126.91272551000002 -8.532146616648534, 126.91268959999998 -8.532128736648522, 126.91257167 -8.531989136648539, 126.91254739999995 -8.531921176648524, 126.91254988000001 -8.531856466648524, 126.91264310403695 -8.531640814469297, 126.91270342999997 -8.531561226648522)))"
583,"MULTIPOLYGON (((126.51638880372047 -8.80307445603659, 126.5162101015448 -8.803130781559648, 126.516099460423 -8.802972738746774, 126.51587750762701 -8.802812707905218, 126.5159261226654 -8.802561230728639, 126.5160458162427 -8.802131499242076, 126.516424678266 -8.802132493224503, 126.51661109179257 -8.802269331446322, 126.51681996881962 -8.802579453718176, 126.5168826654553 -8.802828611594428, 126.51665735989812 -8.80297174476661, 126.51638880372047 -8.80307445603659)))"
584,"MULTIPOLYGON (((126.56706229999999 -8.544819800000004, 126.56722720000002 -8.544842499999996, 126.56725186854601 -8.544845694387696, 126.56731858849525 -8.544889791136045, 126.5673595 -8.544931000000009, 126.5673440694809 -8.544961406896935, 126.5673107 -8.545000700000005, 126.567217 -8.545101299999995, 126.56715269999998 -8.545222300000004, 126.567154 -8.545322999999993, 126.5671713 -8.545379200000005, 126.5671707 -8.545395799999994, 126.56715229999999 -8.54542809999999, 126.5671381 -8.545435800000003, 126.5671285 -8.545434300000005, 126.5671155 -8.545435000000001, 126.56709230000001 -8.545444000000007, 126.5670327 -8.545463700000003, 126.5670052 -8.54547129999999, 126.5669617 -8.545499700000004, 126.56694429999999 -8.545503200000004, 126.56689900000002 -8.5454776, 126.56687530000002 -8.545464200000007, 126.5668449 -8.5453493, 126.5668024 -8.545276699999992, 126.5667863 -8.545258899999993, 126.5667732 -8.545229300000004, 126.5667445 -8.54499419999999, 126.56675809999997 -8.544938999999998, 126.56679979999998 -8.544879900000003, 126.56682769999998 -8.544832099999997, 126.56684710000002 -8.5448113, 126.56688589999999 -8.54479689999999, 126.56699020000002 -8.544800099999993, 126.5670049 -8.544800399999994, 126.56706229999999 -8.544819800000004)))"
585,"MULTIPOLYGON (((126.69996877955556 -8.652399798160143, 126.69988493526049 -8.652285257741065, 126.69953506410434 -8.652120443919156, 126.6995919907337 -8.651988787763987, 126.69971379088025 -8.652016065654342, 126.69977714260578 -8.65191483686176, 126.69971194322767 -8.65182704829041, 126.69977100353577 -8.651809199167365, 126.69981710000002 -8.651727499999996, 126.69993610690211 -8.651669381617975, 126.69996421351638 -8.651619309937415, 126.69996059364242 -8.651562431155574, 126.6999058 -8.651512899999993, 126.69993983405891 -8.651371564273418, 126.70007015314864 -8.651277817794405, 126.70034580926699 -8.651477396501773, 126.70057033434779 -8.651565675010504, 126.70094289243295 -8.651648454692296, 126.70083171859423 -8.651976785352803, 126.70053565017992 -8.651883101925268, 126.7003461024163 -8.652238615732703, 126.70011849553026 -8.65225301519888, 126.69996877955556 -8.652399798160143)))"
586,"MULTIPOLYGON (((126.90035310000002 -8.587997200000007, 126.9003193 -8.587714300000009, 126.90032459999999 -8.587706600000002, 126.90033389999999 -8.58769869999999, 126.90034359999999 -8.587695499999995, 126.9005796 -8.587669699999996, 126.9005892 -8.587673400000009, 126.9009268 -8.587639099999993, 126.90128350000002 -8.587657899999986, 126.9015363 -8.587610399999996, 126.9016703 -8.587593499999997, 126.9017722 -8.587561300000008, 126.9017842 -8.587557800000004, 126.90183670000002 -8.587563699999995, 126.9019308 -8.58759500000001, 126.90200630000001 -8.587658000000005, 126.9020134 -8.58766759999999, 126.90202909999998 -8.587686299999993, 126.9020022 -8.588068600000003, 126.90199519999999 -8.588155399999994, 126.9019854 -8.588165800000004, 126.90196109999997 -8.58823290000001, 126.9019479 -8.588251200000007, 126.90193259999998 -8.588264499999998, 126.90191870000001 -8.588269499999997, 126.9016456 -8.588359000000002, 126.9012021 -8.588586800000002, 126.90105679999998 -8.588631700000008, 126.90097390000001 -8.5886824, 126.90088000000002 -8.588699200000002, 126.9008415 -8.588719299999992, 126.9008229 -8.5887203, 126.9008025 -8.588726400000002, 126.90079360000001 -8.588732399999994, 126.9007488 -8.588738199999998, 126.90072130000001 -8.588725099999998, 126.90062049999999 -8.58858359999999, 126.90058299999998 -8.588469, 126.90052600000001 -8.588387799999996, 126.90045520000001 -8.588319900000004, 126.90044659999997 -8.588315299999996, 126.90042899999999 -8.588299599999994, 126.90041289999998 -8.588293600000005, 126.90040299999998 -8.588285899999997, 126.9003963 -8.588216399999991, 126.9003611 -8.588133900000008, 126.9003645 -8.588093999999995, 126.9003512 -8.588008200000004, 126.90035310000002 -8.587997200000007)))"
587,"MULTIPOLYGON (((126.55554399999998 -8.609936200000003, 126.55563889999998 -8.609798599999994, 126.5557703 -8.609765799999996, 126.55595210000001 -8.609808300000008, 126.5559903 -8.609978999999994, 126.55600439999998 -8.610217700000005, 126.55596139999999 -8.61029459999999, 126.5559303 -8.610368500000007, 126.55582199999998 -8.610376100000002, 126.55569219999997 -8.610306800000007, 126.55561240000002 -8.610108299999997, 126.55554399999998 -8.609936200000003)))"
588,"MULTIPOLYGON (((126.6213144289825 -8.698366392776528, 126.62136432486706 -8.698693904067243, 126.62151251681101 -8.698745466018757, 126.62156987539971 -8.69885567251543, 126.6224940325556 -8.69914964993273, 126.6226805495768 -8.698895074734612, 126.62267503555461 -8.698768247622683, 126.62256861477951 -8.698506530937461, 126.62252890465246 -8.698484694637635, 126.62233056046723 -8.698575442724417, 126.6221259793643 -8.69855346818239, 126.6218402519142 -8.698308411264524, 126.62155946762873 -8.698309376819411, 126.6213959317163 -8.698269495482213, 126.62134638255782 -8.698296026869482, 126.6213144289825 -8.698366392776528)))"
589,"MULTIPOLYGON (((126.58508440000001 -8.60321599999999, 126.5852169692516 -8.60331117266357, 126.58522937446831 -8.603491510531121, 126.58530715852977 -8.60355383315656, 126.58529039472339 -8.603790194935332, 126.5853098407388 -8.604035838647258, 126.5853457152843 -8.604205568082522, 126.58521328121418 -8.604357727804532, 126.58511336892839 -8.604400160134404, 126.585057 -8.604464799999997, 126.5850292 -8.604467300000007, 126.5850041 -8.604461199999998, 126.58497890000001 -8.6044643, 126.58497010000002 -8.604468299999997, 126.5849595 -8.6044792, 126.584952 -8.604498499999996, 126.58492159999999 -8.604540500000002, 126.58489339999998 -8.604548400000008, 126.5848563 -8.604547599999991, 126.584843 -8.604539500000003, 126.58481449999998 -8.604505999999995, 126.5848055 -8.604488000000009, 126.5847935 -8.604478799999995, 126.5847855 -8.604468799999996, 126.5847755 -8.604461100000007, 126.58471870000001 -8.60443959999999, 126.58468630000002 -8.604435299999995, 126.5846739 -8.604438399999998, 126.5846618 -8.604434700000008, 126.5846445 -8.604433599999997, 126.5846336 -8.60442899999999, 126.584623 -8.604428700000001, 126.5846031 -8.6044154, 126.5845949 -8.604405199999992, 126.5843891724944 -8.604287117745052, 126.5842805 -8.604080100000001, 126.58426600000001 -8.604058599999997, 126.5842559 -8.604050200000001, 126.58424710000001 -8.6040458, 126.58423740000002 -8.604048100000002, 126.58421020000002 -8.604038700000002, 126.5842015 -8.604033300000006, 126.58419379999997 -8.604025800000006, 126.58414129999997 -8.603930499999992, 126.58406799999997 -8.603892199999995, 126.5840603 -8.603885900000002, 126.58403620000001 -8.603892000000007, 126.5840226 -8.603890199999997, 126.58399020000002 -8.6038932, 126.5839559 -8.603887199999999, 126.5839442 -8.60387979999999, 126.5838683 -8.603789199999992, 126.58385050000001 -8.603775900000002, 126.58384000000001 -8.603771600000005, 126.5838274 -8.603770100000006, 126.58381119999997 -8.603758400000002, 126.5837916 -8.603725000000003, 126.58378749999999 -8.603711799999994, 126.5837869 -8.603690099999993, 126.5837822 -8.603673899999999, 126.5837741 -8.603663900000006, 126.58374400000001 -8.603642300000004, 126.58371099999998 -8.603605099999992, 126.58370359999999 -8.603586000000007, 126.5837004 -8.603565200000006, 126.58370130000002 -8.603556199999995, 126.5837316 -8.603489099999997, 126.58377589999999 -8.603426700000005, 126.58377970000001 -8.60341479999999, 126.5837892 -8.603403699999994, 126.5837976 -8.603399400000002, 126.58385400000002 -8.603346799999995, 126.58393319999999 -8.603305299999992, 126.58393849999997 -8.6032967, 126.58394860000001 -8.603266399999995, 126.5839707 -8.603247699999992, 126.5839862 -8.60323959999999, 126.58401379999997 -8.603234799999997, 126.5840276 -8.60322719999999, 126.58403980000001 -8.603216600000001, 126.58407519999996 -8.603199800000006, 126.5840842 -8.603193499999993, 126.58409999999999 -8.603193499999996, 126.58412919999998 -8.603205099999991, 126.5841416 -8.603199500000008, 126.58415460000002 -8.603197300000001, 126.5841674 -8.603205399999998, 126.5841893 -8.603199700000005, 126.58421610000002 -8.603203099999991, 126.58426329999999 -8.603196999999998, 126.58433800000002 -8.603130600000004, 126.5843436 -8.603120500000008, 126.5843484 -8.603095299999996, 126.58436890000002 -8.603067600000001, 126.58439170000001 -8.603047499999997, 126.5844083 -8.603043899999994, 126.58442299999997 -8.6030445, 126.58448830000002 -8.603068300000004, 126.58449859999997 -8.603069899999992, 126.5845179 -8.603082099999996, 126.58455600000002 -8.6030877, 126.58456659999999 -8.603086899999997, 126.5846018 -8.603058700000007, 126.5846145 -8.603055500000004, 126.58463440000001 -8.603044999999993, 126.58464640000001 -8.603044799999994, 126.5847564 -8.603079099999997, 126.5847794 -8.603078800000008, 126.58479059999999 -8.603074199999993, 126.5848006 -8.603065000000006, 126.58481079999999 -8.603059000000007, 126.58487590000001 -8.603061299999997, 126.5849192 -8.603060300000005, 126.5849298 -8.603061799999994, 126.5849409 -8.603058999999995, 126.58496600000001 -8.603060500000005, 126.58497670000001 -8.603058800000003, 126.58498519999998 -8.603065100000002, 126.5849993 -8.60306910000001, 126.58500820000002 -8.603077400000002, 126.58501879999999 -8.6030831, 126.58502639999998 -8.603095899999992, 126.5850558 -8.6031247, 126.58506070000001 -8.603145299999996, 126.58507309999997 -8.603155700000002, 126.5850819 -8.603173099999994, 126.58509289999998 -8.603192699999997, 126.5850849 -8.603206100000007, 126.58508440000001 -8.60321599999999)))"
